As of Date,Region,Total Patients Hospitalized,Total Patients in ICU
08/29/2021,NEW YORK CITY,842,189
08/29/2021,NORTH COUNTRY,32,9
08/29/2021,SOUTHERN TIER,67,13
08/29/2021,WESTERN NEW YORK,127,37
08/30/2021,CAPITAL REGION,116,27
08/30/2021,CENTRAL NEW YORK,103,20
08/30/2021,FINGER LAKES,163,45
08/30/2021,LONG ISLAND,440,78
08/30/2021,MID-HUDSON,255,46
08/30/2021,MOHAWK VALLEY,60,16
08/30/2021,NEW YORK CITY,864,190
08/30/2021,NORTH COUNTRY,33,11
08/30/2021,SOUTHERN TIER,65,12
08/30/2021,WESTERN NEW YORK,135,39
08/31/2021,CAPITAL REGION,115,28
08/31/2021,CENTRAL NEW YORK,111,24
08/31/2021,FINGER LAKES,168,47
08/31/2021,LONG ISLAND,443,73
08/31/2021,MID-HUDSON,253,47
08/31/2021,MOHAWK VALLEY,64,15
08/31/2021,NEW YORK CITY,885,196
08/31/2021,NORTH COUNTRY,32,11
08/31/2021,SOUTHERN TIER,72,14
08/31/2021,WESTERN NEW YORK,142,38
09/01/2021,CAPITAL REGION,119,30
09/01/2021,CENTRAL NEW YORK,107,21
09/01/2021,FINGER LAKES,180,49
09/01/2021,LONG ISLAND,449,77
09/01/2021,MID-HUDSON,262,49
09/01/2021,MOHAWK VALLEY,64,19
09/01/2021,NEW YORK CITY,880,192
09/01/2021,NORTH COUNTRY,37,12
09/01/2021,SOUTHERN TIER,75,13
09/01/2021,WESTERN NEW YORK,146,37
09/02/2021,CAPITAL REGION,122,27
09/02/2021,CENTRAL NEW YORK,119,26
09/02/2021,FINGER LAKES,183,53
09/02/2021,LONG ISLAND,451,81
09/02/2021,MID-HUDSON,269,54
09/02/2021,MOHAWK VALLEY,67,16
09/02/2021,NEW YORK CITY,894,207
09/02/2021,NORTH COUNTRY,41,13
09/02/2021,SOUTHERN TIER,74,14
09/02/2021,WESTERN NEW YORK,134,33
09/03/2021,CAPITAL REGION,124,29
09/03/2021,CENTRAL NEW YORK,107,26
09/03/2021,FINGER LAKES,178,57
09/03/2021,LONG ISLAND,448,79
09/03/2021,MID-HUDSON,256,43
09/03/2021,MOHAWK VALLEY,69,14
09/03/2021,NEW YORK CITY,901,223
09/03/2021,NORTH COUNTRY,45,16
09/03/2021,SOUTHERN TIER,82,16
09/03/2021,WESTERN NEW YORK,149,29
09/04/2021,CAPITAL REGION,120,31
09/04/2021,CENTRAL NEW YORK,117,29
09/04/2021,FINGER LAKES,166,49
09/04/2021,LONG ISLAND,422,80
09/04/2021,MID-HUDSON,240,43
09/04/2021,MOHAWK VALLEY,78,13
09/04/2021,NEW YORK CITY,866,211
09/04/2021,NORTH COUNTRY,45,15
09/04/2021,SOUTHERN TIER,80,14
09/04/2021,WESTERN NEW YORK,147,31
09/05/2021,CAPITAL REGION,129,35
09/05/2021,CENTRAL NEW YORK,111,34
09/05/2021,FINGER LAKES,176,46
09/05/2021,LONG ISLAND,424,87
09/05/2021,MID-HUDSON,246,42
09/05/2021,MOHAWK VALLEY,80,14
09/05/2021,NEW YORK CITY,877,195
09/05/2021,NORTH COUNTRY,50,14
09/05/2021,SOUTHERN TIER,89,19
09/05/2021,WESTERN NEW YORK,152,33
09/06/2021,CAPITAL REGION,130,32
09/06/2021,CENTRAL NEW YORK,116,38
09/06/2021,FINGER LAKES,179,45
09/06/2021,LONG ISLAND,423,79
09/06/2021,MID-HUDSON,245,41
09/06/2021,MOHAWK VALLEY,88,16
09/06/2021,NEW YORK CITY,872,188
09/06/2021,NORTH COUNTRY,55,15
09/06/2021,SOUTHERN TIER,89,18
09/06/2021,WESTERN NEW YORK,159,35
09/07/2021,CAPITAL REGION,137,26
09/07/2021,CENTRAL NEW YORK,124,39
09/07/2021,FINGER LAKES,179,48
09/07/2021,LONG ISLAND,449,78
09/07/2021,MID-HUDSON,255,44
09/07/2021,MOHAWK VALLEY,91,14
09/07/2021,NEW YORK CITY,865,187
09/07/2021,NORTH COUNTRY,59,14
09/07/2021,SOUTHERN TIER,91,16
09/07/2021,WESTERN NEW YORK,165,37
09/08/2021,CAPITAL REGION,150,32
09/08/2021,CENTRAL NEW YORK,137,39
09/08/2021,FINGER LAKES,184,48
09/08/2021,LONG ISLAND,449,79
09/08/2021,MID-HUDSON,259,47
09/08/2021,MOHAWK VALLEY,87,15
09/08/2021,NEW YORK CITY,852,188
09/08/2021,NORTH COUNTRY,54,16
09/08/2021,SOUTHERN TIER,92,17
09/08/2021,WESTERN NEW YORK,163,39
09/09/2021,CAPITAL REGION,145,34
09/09/2021,CENTRAL NEW YORK,139,40
09/09/2021,FINGER LAKES,187,50
09/09/2021,LONG ISLAND,458,81
09/09/2021,MID-HUDSON,255,44
09/09/2021,MOHAWK VALLEY,86,14
09/09/2021,NEW YORK CITY,810,181
09/09/2021,NORTH COUNTRY,59,16
09/09/2021,SOUTHERN TIER,93,15
09/09/2021,WESTERN NEW YORK,158,42
09/10/2021,CAPITAL REGION,140,33
09/10/2021,CENTRAL NEW YORK,142,41
09/10/2021,FINGER LAKES,196,50
09/10/2021,LONG ISLAND,472,77
09/10/2021,MID-HUDSON,247,41
09/10/2021,MOHAWK VALLEY,83,14
09/10/2021,NEW YORK CITY,817,182
09/10/2021,NORTH COUNTRY,59,18
09/10/2021,SOUTHERN TIER,90,14
09/10/2021,WESTERN NEW YORK,168,48
09/11/2021,CAPITAL REGION,143,33
09/11/2021,CENTRAL NEW YORK,152,45
09/11/2021,FINGER LAKES,186,55
09/11/2021,LONG ISLAND,458,73
09/11/2021,MID-HUDSON,251,49
09/11/2021,MOHAWK VALLEY,81,15
09/11/2021,NEW YORK CITY,778,175
09/11/2021,NORTH COUNTRY,57,15
09/11/2021,SOUTHERN TIER,90,17
09/11/2021,WESTERN NEW YORK,171,42
09/12/2021,CAPITAL REGION,146,36
09/12/2021,CENTRAL NEW YORK,160,51
09/12/2021,FINGER LAKES,190,61
09/12/2021,LONG ISLAND,441,77
09/12/2021,MID-HUDSON,252,49
09/12/2021,MOHAWK VALLEY,87,16
09/12/2021,NEW YORK CITY,787,178
09/12/2021,NORTH COUNTRY,54,13
09/12/2021,SOUTHERN TIER,91,19
09/12/2021,WESTERN NEW YORK,183,44
09/13/2021,CAPITAL REGION,154,39
09/13/2021,CENTRAL NEW YORK,172,55
09/13/2021,FINGER LAKES,193,60
09/13/2021,LONG ISLAND,471,82
09/13/2021,MID-HUDSON,253,48
09/13/2021,MOHAWK VALLEY,87,16
09/13/2021,NEW YORK CITY,801,173
09/13/2021,NORTH COUNTRY,58,12
09/13/2021,SOUTHERN TIER,94,21
09/13/2021,WESTERN NEW YORK,193,46
09/14/2021,CAPITAL REGION,145,43
09/14/2021,CENTRAL NEW YORK,155,46
09/14/2021,FINGER LAKES,192,64
09/14/2021,LONG ISLAND,474,78
09/14/2021,MID-HUDSON,228,48
09/14/2021,MOHAWK VALLEY,94,18
09/14/2021,NEW YORK CITY,788,190
09/14/2021,NORTH COUNTRY,59,15
09/14/2021,SOUTHERN TIER,93,21
09/14/2021,WESTERN NEW YORK,196,45
09/15/2021,CAPITAL REGION,149,39
09/15/2021,CENTRAL NEW YORK,154,44
09/15/2021,FINGER LAKES,194,61
09/15/2021,LONG ISLAND,455,78
09/15/2021,MID-HUDSON,227,47
09/15/2021,MOHAWK VALLEY,96,20
09/15/2021,NEW YORK CITY,754,196
09/15/2021,NORTH COUNTRY,54,13
09/15/2021,SOUTHERN TIER,95,21
09/15/2021,WESTERN NEW YORK,196,43
09/16/2021,CAPITAL REGION,156,36
09/16/2021,CENTRAL NEW YORK,174,45
09/16/2021,FINGER LAKES,194,59
09/16/2021,LONG ISLAND,453,79
09/16/2021,MID-HUDSON,227,53
09/16/2021,MOHAWK VALLEY,93,20
09/16/2021,NEW YORK CITY,741,197
09/16/2021,NORTH COUNTRY,56,14
09/16/2021,SOUTHERN TIER,100,17
09/16/2021,WESTERN NEW YORK,201,47
09/17/2021,CAPITAL REGION,165,39
09/17/2021,CENTRAL NEW YORK,164,46
09/17/2021,FINGER LAKES,193,59
09/17/2021,LONG ISLAND,444,78
09/17/2021,MID-HUDSON,228,49
09/17/2021,MOHAWK VALLEY,89,17
09/17/2021,NEW YORK CITY,738,192
09/17/2021,NORTH COUNTRY,57,14
09/17/2021,SOUTHERN TIER,107,21
09/17/2021,WESTERN NEW YORK,197,42
09/18/2021,CAPITAL REGION,161,34
09/18/2021,CENTRAL NEW YORK,159,48
09/18/2021,FINGER LAKES,187,51
09/18/2021,LONG ISLAND,428,75
09/18/2021,MID-HUDSON,214,45
09/18/2021,MOHAWK VALLEY,79,17
09/18/2021,NEW YORK CITY,712,197
09/18/2021,NORTH COUNTRY,59,10
09/18/2021,SOUTHERN TIER,107,22
09/18/2021,WESTERN NEW YORK,189,46
09/19/2021,CAPITAL REGION,166,37
09/19/2021,CENTRAL NEW YORK,156,51
09/19/2021,FINGER LAKES,189,51
09/19/2021,LONG ISLAND,434,71
09/19/2021,MID-HUDSON,208,45
09/19/2021,MOHAWK VALLEY,75,18
09/19/2021,NEW YORK CITY,740,201
09/19/2021,NORTH COUNTRY,60,11
09/19/2021,SOUTHERN TIER,116,25
09/19/2021,WESTERN NEW YORK,189,47
09/20/2021,CAPITAL REGION,164,36
09/20/2021,CENTRAL NEW YORK,160,48
09/20/2021,FINGER LAKES,195,54
09/20/2021,LONG ISLAND,426,71
09/20/2021,MID-HUDSON,220,44
09/20/2021,MOHAWK VALLEY,79,17
09/20/2021,NEW YORK CITY,769,192
09/20/2021,NORTH COUNTRY,64,11
09/20/2021,SOUTHERN TIER,121,25
09/20/2021,WESTERN NEW YORK,204,49
09/21/2021,CAPITAL REGION,156,34
09/21/2021,CENTRAL NEW YORK,133,44
09/21/2021,FINGER LAKES,202,59
09/21/2021,LONG ISLAND,422,70
09/21/2021,MID-HUDSON,222,47
09/21/2021,MOHAWK VALLEY,81,19
09/21/2021,NEW YORK CITY,754,198
09/21/2021,NORTH COUNTRY,68,11
09/21/2021,SOUTHERN TIER,110,26
09/21/2021,WESTERN NEW YORK,204,52
09/22/2021,CAPITAL REGION,161,33
09/22/2021,CENTRAL NEW YORK,124,42
09/22/2021,FINGER LAKES,203,55
09/22/2021,LONG ISLAND,396,72
09/22/2021,MID-HUDSON,214,48
09/22/2021,MOHAWK VALLEY,84,20
09/22/2021,NEW YORK CITY,741,193
09/22/2021,NORTH COUNTRY,69,11
09/22/2021,SOUTHERN TIER,119,28
09/22/2021,WESTERN NEW YORK,209,50
09/23/2021,CAPITAL REGION,156,34
09/23/2021,CENTRAL NEW YORK,135,44
09/23/2021,FINGER LAKES,196,59
09/23/2021,LONG ISLAND,405,72
09/23/2021,MID-HUDSON,195,38
09/23/2021,MOHAWK VALLEY,91,23
09/23/2021,NEW YORK CITY,740,194
09/23/2021,NORTH COUNTRY,77,12
09/23/2021,SOUTHERN TIER,120,28
09/23/2021,WESTERN NEW YORK,221,51
09/24/2021,CAPITAL REGION,152,32
09/24/2021,CENTRAL NEW YORK,141,51
09/24/2021,FINGER LAKES,208,62
09/24/2021,LONG ISLAND,398,68
09/24/2021,MID-HUDSON,192,37
09/24/2021,MOHAWK VALLEY,93,23
09/24/2021,NEW YORK CITY,757,203
09/24/2021,NORTH COUNTRY,69,14
09/24/2021,SOUTHERN TIER,109,24
09/24/2021,WESTERN NEW YORK,226,53
09/25/2021,CAPITAL REGION,149,34
09/25/2021,CENTRAL NEW YORK,144,48
09/25/2021,FINGER LAKES,205,62
09/25/2021,LONG ISLAND,387,64
09/25/2021,MID-HUDSON,185,35
09/25/2021,MOHAWK VALLEY,92,24
09/25/2021,NEW YORK CITY,736,191
09/25/2021,NORTH COUNTRY,67,13
09/25/2021,SOUTHERN TIER,112,25
09/25/2021,WESTERN NEW YORK,222,52
09/26/2021,CAPITAL REGION,150,32
09/26/2021,CENTRAL NEW YORK,152,49
09/26/2021,FINGER LAKES,211,60
09/26/2021,LONG ISLAND,395,63
09/26/2021,MID-HUDSON,198,42
09/26/2021,MOHAWK VALLEY,97,25
09/26/2021,NEW YORK CITY,734,195
09/26/2021,NORTH COUNTRY,75,15
09/26/2021,SOUTHERN TIER,119,29
09/26/2021,WESTERN NEW YORK,210,54
09/27/2021,CAPITAL REGION,155,35
09/27/2021,CENTRAL NEW YORK,155,50
09/27/2021,FINGER LAKES,216,61
09/27/2021,LONG ISLAND,394,70
09/27/2021,MID-HUDSON,199,47
09/27/2021,MOHAWK VALLEY,97,23
09/27/2021,NEW YORK CITY,731,186
09/27/2021,NORTH COUNTRY,76,16
09/27/2021,SOUTHERN TIER,120,28
09/27/2021,WESTERN NEW YORK,220,52
09/28/2021,CAPITAL REGION,153,38
09/28/2021,CENTRAL NEW YORK,151,51
09/28/2021,FINGER LAKES,215,57
09/28/2021,LONG ISLAND,393,63
09/28/2021,MID-HUDSON,200,43
09/28/2021,MOHAWK VALLEY,101,20
09/28/2021,NEW YORK CITY,718,180
09/28/2021,NORTH COUNTRY,79,13
09/28/2021,SOUTHERN TIER,116,24
09/28/2021,WESTERN NEW YORK,222,52
09/29/2021,CAPITAL REGION,152,45
09/29/2021,CENTRAL NEW YORK,152,47
09/29/2021,FINGER LAKES,200,53
09/29/2021,LONG ISLAND,372,67
09/29/2021,MID-HUDSON,198,39
09/29/2021,MOHAWK VALLEY,96,21
09/29/2021,NEW YORK CITY,679,167
09/29/2021,NORTH COUNTRY,81,13
09/29/2021,SOUTHERN TIER,113,23
09/29/2021,WESTERN NEW YORK,227,55
09/30/2021,CAPITAL REGION,148,42
09/30/2021,CENTRAL NEW YORK,135,48
09/30/2021,FINGER LAKES,195,55
09/30/2021,LONG ISLAND,344,65
09/30/2021,MID-HUDSON,185,31
09/30/2021,MOHAWK VALLEY,99,25
09/30/2021,NEW YORK CITY,641,160
09/30/2021,NORTH COUNTRY,84,14
09/30/2021,SOUTHERN TIER,118,23
09/30/2021,WESTERN NEW YORK,220,57
10/01/2021,CAPITAL REGION,142,41
10/01/2021,CENTRAL NEW YORK,142,51
10/01/2021,FINGER LAKES,207,55
10/01/2021,LONG ISLAND,325,66
10/01/2021,MID-HUDSON,194,34
10/01/2021,MOHAWK VALLEY,93,25
10/01/2021,NEW YORK CITY,640,159
10/01/2021,NORTH COUNTRY,81,12
10/01/2021,SOUTHERN TIER,127,22
10/01/2021,WESTERN NEW YORK,226,60
10/02/2021,CAPITAL REGION,141,39
10/02/2021,CENTRAL NEW YORK,147,52
10/02/2021,FINGER LAKES,209,54
10/02/2021,LONG ISLAND,325,65
10/02/2021,MID-HUDSON,184,34
10/02/2021,MOHAWK VALLEY,93,26
10/02/2021,NEW YORK CITY,623,159
10/02/2021,NORTH COUNTRY,77,10
10/02/2021,SOUTHERN TIER,130,27
10/02/2021,WESTERN NEW YORK,222,59
10/03/2021,CAPITAL REGION,152,38
10/03/2021,CENTRAL NEW YORK,143,53
10/03/2021,FINGER LAKES,212,53
10/03/2021,LONG ISLAND,341,69
10/03/2021,MID-HUDSON,194,39
10/03/2021,MOHAWK VALLEY,93,24
10/03/2021,NEW YORK CITY,629,164
10/03/2021,NORTH COUNTRY,84,11
10/03/2021,SOUTHERN TIER,139,26
10/03/2021,WESTERN NEW YORK,221,52
10/04/2021,CAPITAL REGION,151,37
10/04/2021,CENTRAL NEW YORK,149,54
10/04/2021,FINGER LAKES,217,56
10/04/2021,LONG ISLAND,340,75
10/04/2021,MID-HUDSON,189,37
10/04/2021,MOHAWK VALLEY,101,24
10/04/2021,NEW YORK CITY,644,146
10/04/2021,NORTH COUNTRY,83,13
10/04/2021,SOUTHERN TIER,137,23
10/04/2021,WESTERN NEW YORK,220,54
10/05/2021,CAPITAL REGION,157,40
10/05/2021,CENTRAL NEW YORK,155,58
10/05/2021,FINGER LAKES,233,55
10/05/2021,LONG ISLAND,345,73
10/05/2021,MID-HUDSON,186,37
10/05/2021,MOHAWK VALLEY,104,25
10/05/2021,NEW YORK CITY,621,142
10/05/2021,NORTH COUNTRY,82,15
10/05/2021,SOUTHERN TIER,138,23
10/05/2021,WESTERN NEW YORK,229,56
10/06/2021,CAPITAL REGION,159,41
10/06/2021,CENTRAL NEW YORK,158,53
10/06/2021,FINGER LAKES,239,58
10/06/2021,LONG ISLAND,342,70
10/06/2021,MID-HUDSON,185,38
10/06/2021,MOHAWK VALLEY,110,24
10/06/2021,NEW YORK CITY,611,141
10/06/2021,NORTH COUNTRY,87,14
10/06/2021,SOUTHERN TIER,139,22
10/06/2021,WESTERN NEW YORK,219,49
10/07/2021,CAPITAL REGION,157,43
10/07/2021,CENTRAL NEW YORK,148,47
10/07/2021,FINGER LAKES,241,56
10/07/2021,LONG ISLAND,328,64
10/07/2021,MID-HUDSON,191,35
10/07/2021,MOHAWK VALLEY,100,21
10/07/2021,NEW YORK CITY,571,129
10/07/2021,NORTH COUNTRY,80,15
10/07/2021,SOUTHERN TIER,142,13
10/07/2021,WESTERN NEW YORK,217,51
10/08/2021,CAPITAL REGION,151,43
10/08/2021,CENTRAL NEW YORK,146,47
10/08/2021,FINGER LAKES,241,54
10/08/2021,LONG ISLAND,318,57
10/08/2021,MID-HUDSON,187,35
10/08/2021,MOHAWK VALLEY,112,21
10/08/2021,NEW YORK CITY,548,126
10/08/2021,NORTH COUNTRY,78,15
10/08/2021,SOUTHERN TIER,130,15
10/08/2021,WESTERN NEW YORK,209,49
10/09/2021,CAPITAL REGION,145,43
10/09/2021,CENTRAL NEW YORK,146,45
10/09/2021,FINGER LAKES,235,54
10/09/2021,LONG ISLAND,296,57
10/09/2021,MID-HUDSON,182,30
10/09/2021,MOHAWK VALLEY,107,23
10/09/2021,NEW YORK CITY,518,119
10/09/2021,NORTH COUNTRY,73,17
10/09/2021,SOUTHERN TIER,120,15
10/09/2021,WESTERN NEW YORK,223,53
10/10/2021,CAPITAL REGION,157,42
10/10/2021,CENTRAL NEW YORK,143,47
10/10/2021,FINGER LAKES,231,50
10/10/2021,LONG ISLAND,301,57
10/10/2021,MID-HUDSON,171,31
10/10/2021,MOHAWK VALLEY,114,26
10/10/2021,NEW YORK CITY,543,125
10/10/2021,NORTH COUNTRY,76,18
10/10/2021,SOUTHERN TIER,139,18
10/10/2021,WESTERN NEW YORK,223,52
10/11/2021,CAPITAL REGION,160,42
10/11/2021,CENTRAL NEW YORK,148,47
10/11/2021,FINGER LAKES,241,54
10/11/2021,LONG ISLAND,314,61
10/11/2021,MID-HUDSON,170,28
10/11/2021,MOHAWK VALLEY,116,25
10/11/2021,NEW YORK CITY,558,126
10/11/2021,NORTH COUNTRY,71,19
10/11/2021,SOUTHERN TIER,145,19
10/11/2021,WESTERN NEW YORK,225,46
10/12/2021,CAPITAL REGION,155,43
10/12/2021,CENTRAL NEW YORK,137,47
10/12/2021,FINGER LAKES,232,54
10/12/2021,LONG ISLAND,317,64
10/12/2021,MID-HUDSON,172,26
10/12/2021,MOHAWK VALLEY,113,21
10/12/2021,NEW YORK CITY,537,119
10/12/2021,NORTH COUNTRY,79,19
10/12/2021,SOUTHERN TIER,155,26
10/12/2021,WESTERN NEW YORK,212,45
10/13/2021,CAPITAL REGION,154,44
10/13/2021,CENTRAL NEW YORK,143,45
10/13/2021,FINGER LAKES,220,55
10/13/2021,LONG ISLAND,316,61
10/13/2021,MID-HUDSON,168,27
10/13/2021,MOHAWK VALLEY,108,20
10/13/2021,NEW YORK CITY,534,114
10/13/2021,NORTH COUNTRY,82,18
10/13/2021,SOUTHERN TIER,161,26
10/13/2021,WESTERN NEW YORK,219,50
10/14/2021,CAPITAL REGION,159,44
10/14/2021,CENTRAL NEW YORK,142,45
10/14/2021,FINGER LAKES,229,52
10/14/2021,LONG ISLAND,314,60
10/14/2021,MID-HUDSON,167,27
10/14/2021,MOHAWK VALLEY,112,21
10/14/2021,NEW YORK CITY,525,117
10/14/2021,NORTH COUNTRY,81,18
10/14/2021,SOUTHERN TIER,164,26
10/14/2021,WESTERN NEW YORK,219,48
10/15/2021,CAPITAL REGION,159,43
10/15/2021,CENTRAL NEW YORK,163,47
10/15/2021,FINGER LAKES,225,48
10/15/2021,LONG ISLAND,308,57
10/15/2021,MID-HUDSON,177,26
10/15/2021,MOHAWK VALLEY,114,21
10/15/2021,NEW YORK CITY,510,123
10/15/2021,NORTH COUNTRY,78,17
10/15/2021,SOUTHERN TIER,165,29
10/15/2021,WESTERN NEW YORK,216,48
10/16/2021,CAPITAL REGION,155,44
10/16/2021,CENTRAL NEW YORK,169,43
10/16/2021,FINGER LAKES,231,49
10/16/2021,LONG ISLAND,286,54
10/16/2021,MID-HUDSON,168,24
10/16/2021,MOHAWK VALLEY,108,19
10/16/2021,NEW YORK CITY,512,119
10/16/2021,NORTH COUNTRY,84,19
10/16/2021,SOUTHERN TIER,167,31
10/16/2021,WESTERN NEW YORK,206,48
10/17/2021,CAPITAL REGION,164,44
10/17/2021,CENTRAL NEW YORK,166,43
10/17/2021,FINGER LAKES,234,52
10/17/2021,LONG ISLAND,302,55
10/17/2021,MID-HUDSON,172,28
10/17/2021,MOHAWK VALLEY,113,22
10/17/2021,NEW YORK CITY,535,125
10/17/2021,NORTH COUNTRY,87,20
10/17/2021,SOUTHERN TIER,162,27
10/17/2021,WESTERN NEW YORK,209,48
10/18/2021,CAPITAL REGION,178,44
10/18/2021,CENTRAL NEW YORK,159,44
10/18/2021,FINGER LAKES,237,58
10/18/2021,LONG ISLAND,312,50
10/18/2021,MID-HUDSON,173,33
10/18/2021,MOHAWK VALLEY,104,23
10/18/2021,NEW YORK CITY,548,126
10/18/2021,NORTH COUNTRY,96,22
10/18/2021,SOUTHERN TIER,173,29
10/18/2021,WESTERN NEW YORK,213,48
10/19/2021,CAPITAL REGION,180,43
10/19/2021,CENTRAL NEW YORK,154,42
10/19/2021,FINGER LAKES,238,60
10/19/2021,LONG ISLAND,312,47
10/19/2021,MID-HUDSON,165,33
10/19/2021,MOHAWK VALLEY,103,26
10/19/2021,NEW YORK CITY,537,123
10/19/2021,NORTH COUNTRY,88,23
10/19/2021,SOUTHERN TIER,166,29
10/19/2021,WESTERN NEW YORK,201,47
10/20/2021,CAPITAL REGION,171,44
10/20/2021,CENTRAL NEW YORK,150,39
10/20/2021,FINGER LAKES,234,54
10/20/2021,LONG ISLAND,302,49
10/20/2021,MID-HUDSON,160,28
10/20/2021,MOHAWK VALLEY,99,25
10/20/2021,NEW YORK CITY,502,129
10/20/2021,NORTH COUNTRY,84,20
10/20/2021,SOUTHERN TIER,169,28
10/20/2021,WESTERN NEW YORK,211,42
10/21/2021,CAPITAL REGION,166,42
10/21/2021,CENTRAL NEW YORK,154,39
10/21/2021,FINGER LAKES,232,57
10/21/2021,LONG ISLAND,295,48
10/21/2021,MID-HUDSON,164,24
10/21/2021,MOHAWK VALLEY,103,23
10/21/2021,NEW YORK CITY,487,136
10/21/2021,NORTH COUNTRY,87,19
10/21/2021,SOUTHERN TIER,163,26
10/21/2021,WESTERN NEW YORK,215,46
10/22/2021,CAPITAL REGION,162,44
10/22/2021,CENTRAL NEW YORK,158,39
10/22/2021,FINGER LAKES,243,61
10/22/2021,LONG ISLAND,282,50
10/22/2021,MID-HUDSON,143,20
10/22/2021,MOHAWK VALLEY,107,22
10/22/2021,NEW YORK CITY,485,131
10/22/2021,NORTH COUNTRY,95,21
10/22/2021,SOUTHERN TIER,172,28
10/22/2021,WESTERN NEW YORK,201,45
10/23/2021,CAPITAL REGION,158,46
10/23/2021,CENTRAL NEW YORK,158,37
10/23/2021,FINGER LAKES,244,63
10/23/2021,LONG ISLAND,280,55
10/23/2021,MID-HUDSON,144,22
10/23/2021,MOHAWK VALLEY,103,22
10/23/2021,NEW YORK CITY,449,121
10/23/2021,NORTH COUNTRY,96,16
10/23/2021,SOUTHERN TIER,167,28
10/23/2021,WESTERN NEW YORK,208,43
10/24/2021,CAPITAL REGION,165,44
10/24/2021,CENTRAL NEW YORK,169,38
10/24/2021,FINGER LAKES,247,66
10/24/2021,LONG ISLAND,267,50
10/24/2021,MID-HUDSON,144,26
10/24/2021,MOHAWK VALLEY,105,21
10/24/2021,NEW YORK CITY,475,126
10/24/2021,NORTH COUNTRY,88,17
10/24/2021,SOUTHERN TIER,174,28
10/24/2021,WESTERN NEW YORK,210,45
10/25/2021,CAPITAL REGION,173,42
10/25/2021,CENTRAL NEW YORK,164,42
10/25/2021,FINGER LAKES,253,66
10/25/2021,LONG ISLAND,268,52
10/25/2021,MID-HUDSON,137,24
10/25/2021,MOHAWK VALLEY,103,20
10/25/2021,NEW YORK CITY,478,116
10/25/2021,NORTH COUNTRY,88,15
10/25/2021,SOUTHERN TIER,173,29
10/25/2021,WESTERN NEW YORK,207,48
10/26/2021,CAPITAL REGION,172,42
10/26/2021,CENTRAL NEW YORK,157,38
10/26/2021,FINGER LAKES,250,67
10/26/2021,LONG ISLAND,271,57
10/26/2021,MID-HUDSON,131,27
10/26/2021,MOHAWK VALLEY,94,16
10/26/2021,NEW YORK CITY,449,121
10/26/2021,NORTH COUNTRY,90,14
10/26/2021,SOUTHERN TIER,171,29
10/26/2021,WESTERN NEW YORK,211,43
10/27/2021,CAPITAL REGION,171,44
10/27/2021,CENTRAL NEW YORK,156,44
10/27/2021,FINGER LAKES,239,65
10/27/2021,LONG ISLAND,259,61
10/27/2021,MID-HUDSON,127,25
10/27/2021,MOHAWK VALLEY,91,19
10/27/2021,NEW YORK CITY,435,117
10/27/2021,NORTH COUNTRY,78,16
10/27/2021,SOUTHERN TIER,179,30
10/27/2021,WESTERN NEW YORK,217,48
10/28/2021,CAPITAL REGION,171,45
10/28/2021,CENTRAL NEW YORK,157,47
10/28/2021,FINGER LAKES,246,60
10/28/2021,LONG ISLAND,242,61
10/28/2021,MID-HUDSON,122,30
10/28/2021,MOHAWK VALLEY,95,16
10/28/2021,NEW YORK CITY,430,115
10/28/2021,NORTH COUNTRY,75,15
10/28/2021,SOUTHERN TIER,172,29
10/28/2021,WESTERN NEW YORK,203,51
10/29/2021,CAPITAL REGION,166,43
10/29/2021,CENTRAL NEW YORK,149,43
10/29/2021,FINGER LAKES,238,66
10/29/2021,LONG ISLAND,248,58
10/29/2021,MID-HUDSON,115,27
10/29/2021,MOHAWK VALLEY,96,13
10/29/2021,NEW YORK CITY,423,106
10/29/2021,NORTH COUNTRY,69,15
10/29/2021,SOUTHERN TIER,162,31
10/29/2021,WESTERN NEW YORK,198,53
10/30/2021,CAPITAL REGION,160,40
10/30/2021,CENTRAL NEW YORK,151,43
10/30/2021,FINGER LAKES,241,63
10/30/2021,LONG ISLAND,234,59
10/30/2021,MID-HUDSON,111,29
10/30/2021,MOHAWK VALLEY,91,14
10/30/2021,NEW YORK CITY,421,103
10/30/2021,NORTH COUNTRY,68,15
10/30/2021,SOUTHERN TIER,154,29
10/30/2021,WESTERN NEW YORK,211,53
10/31/2021,CAPITAL REGION,153,43
10/31/2021,CENTRAL NEW YORK,151,36
10/31/2021,FINGER LAKES,258,63
10/31/2021,LONG ISLAND,227,51
10/31/2021,MID-HUDSON,115,28
10/31/2021,MOHAWK VALLEY,91,12
10/31/2021,NEW YORK CITY,422,105
10/31/2021,NORTH COUNTRY,72,16
10/31/2021,SOUTHERN TIER,154,23
10/31/2021,WESTERN NEW YORK,213,51
11/01/2021,CAPITAL REGION,150,45
11/01/2021,CENTRAL NEW YORK,156,37
11/01/2021,FINGER LAKES,276,65
11/01/2021,LONG ISLAND,235,49
11/01/2021,MID-HUDSON,119,25
11/01/2021,MOHAWK VALLEY,95,13
11/01/2021,NEW YORK CITY,425,108
11/01/2021,NORTH COUNTRY,80,18
11/01/2021,SOUTHERN TIER,156,21
11/01/2021,WESTERN NEW YORK,232,56
11/02/2021,CAPITAL REGION,146,43
11/02/2021,CENTRAL NEW YORK,148,36
